Key Input_Correct,Reaction Time
False,0.08052809999935562
False,0.08016389999829698
True,0.0801361000048928
True,0.08017970000219066
False,0.06078909999632742
True,0.08012500000768341
False,0.07462230000237469
True,0.08015059999888763
